sent_id,verb_i,speaker_name,sd,position,s1_i,s2_i,s1,s2,s1_i_np,s1_np,s1_lemma,s1_freq,s1_type,s1_animacy,s1_len,v_lemma,v_freq,v_type,adjacency,intervening_clitics,finite_v_i,finite_v_lemma,dist_v2s,polarity,polarity_item,polarity_position,clause,cg,v,cd
20791,9,amada,sd,left,6,7,mère,elle,5-6,ma mère,mère,770,possessive,human,2,faire,6716,,yes,,8,avoir,1,affirmative,na,,relative,Bah c' est ce que ma mère elle a,fait,.
20796,13,zoran,sd,left,8,9,technologie,elle,7-8,la technologie,technologie,7,definite,inanimate,2,évoluer,48,,yes,,10,avoir,1,affirmative,na,,main,Et euh du coup bah vu que la technologie elle a tellement vite,évolué,euh c' était plus euh comment dire quand on est arrivés en France c' était plus euh c' était plus pareil .
20840,6,zoran,sd,left,1,4,mère,elle,0-1,Ma mère,mère,770,possessive,human,2,faire,6716,,yes,,5,avoir,3,affirmative,na,,main,Ma mère en Serbie elle a,fait,des études à Belgrade la capitale elle a fait des études en Grèce et à Chypre .
20858,16,amada,sd(disfluency),left,6,15,grand-mère,elle,3-6,mon enfin mon grand-mère,grand-mère,66,possessive,human,4,vivre,213,,yes,,16,vivre,9,affirmative,na,,main,Mais euh moi mon enfin mon grand-mère du côté de ma mère bah un moment elle,vit,en France après elle est retournée au Sénégal enfin il y a beau - il y a beaucoup de gens enfin beaucoup de personnes de ma famille qui ont vécu ici.
20878,5,amada,sd,left,3,4,grand-mère,elle,2-3,ma grand-mère,grand-mère,66,possessive,human,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Parce que ma grand-mère elle,était,conseiller conceptionnel mais maintenant elle a démissionné .
20902,34,amada,sd,left,23,32,président,il,22-23,le président,président,25,definite,human,9,changer,305,,yes,,33,avoir,9,affirmative,na,,circumstantial,Ouais enfin maintenant c' est plutôt public parce que enfin il y a eu le problème là et tout ça parce que le président Abdoulaye Wade ou je sais pas quoi bah il a,changé,tous les lois de la constitution .
20916,6,anaïs,sd,left,4,5,politique,c',3-4,la politique,politique,6,definite,hi,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Ah oui mais la politique c',est,pff on a beau dire hein tous des pourris .
20941,13,amada,sd,left,11,12,cabinet,il,10-11,son cabinet,cabinet,1,possessive,inanimate,2,être,35164,copular,yes,,13,être,1,affirmative,na,,main,Et déjà il a son truc de d' avocat là son cabinet il,est,x.
20955,5,zoran,sd,left,3,4,Serbie,c',2-3,la Serbie,serbie,9,definite,verify,2,être,35164,copular,yes,,5,être,1,affirmative,na,,completive,Vu que la Serbie c',est,un ancien pays euh communiste et tout .
21021,6,zoran,sd,left,3,5,samedi,c',2-3,le samedi,samedi,42,definite,inanimate,3,être,35164,copular,yes,,6,être,2,affirmative,na,,main,Après euh le samedi samedi c',est,plutôt moi ma journée sport .
21043,9,anaïs,sd,left,3,8,relations,c',2-3,les relations,relation,21,definite,inanimate,5,être,35164,copular,yes,,9,être,5,negative ne omission,pas,post,main,Et justement les relations avec les filles euh c',est,pas un peu compliqué en étant à l' internat ?
21064,11,zoran,sd,left,2,10,meufs@s,elles,1-2,les meufs@s,meuf,461,definite,human,9,être,35164,copular,yes,,11,être,8,negative ne omission,pas,post,main,Mais les meufs@s d' ic- enfin les filles d' ici elles,sont,pas la même mentalité que les les filles de enfin d' où je viens .
21169,5,anaïs,no_sd,na,1,,effet,,0-1,L' effet,effet,17,definite,inanimate,4,faire,6716,,no,le,5,faire,4,affirmative,na,,main,L' effet de bande le,fait,de de venir à plusieurs et tout enfin ça c' est .
21188,5,anaïs,sd,left,1,4,mieux,c',0-1,Le mieux,mieux,6,definite,inanimate,4,être,35164,copular,yes,,5,être,3,affirmative,na,,main,Le mieux le mieux c',est,d' éviter .
21191,3,anaïs,sd,left,1,2,mieux,c',0-1,Le mieux,mieux,6,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le mieux c',est,d' éviter euh je crois franchement j' ai dû me battre euh une fois dans ma vie en primaire .
21260,7,amada,sd,left,5,6,Autrichiennes,c',4-5,les Autrichiennes,autrichien,4,definite,hi,2,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Ouais la la ah les Autrichiennes c',est,quelque chose .
21276,11,anaïs,no_sd,na,10,,Zoran,,10,Zoran,zoran,8,PROPN,human,1,dire,8386,communication,yes,,11,dire,1,affirmative,na,,relative,Depuis tout à l' heure ce que Zo- ce que Zoran,dit,j' ai l' impression que c' est ça en fait .
21284,5,anaïs,sd,left,2,4,Autriche,c',1-2,l' Autriche,autriche,3,definite,verify,2,être,35164,copular,yes,,5,être,2,negative ne omission,pas,post,main,Donc l' Autriche bah c',est,pas mal hein ça fait un un bon séjour c' est une semaine ou c' est euh .
21335,4,zoran,sd,left,2,3,journées,c',1-2,tes journées,journée,77,possessive,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Mouais tes journées c',est,tu te lèves tu vas à la piscine tu rentres tu dors voilà .
21459,7,zoran,sd,left,4,6,madame,c',,,madame,161,PROPN,human,2,être,35164,copular,yes,,7,être,2,affirmative,na,,main,Maelenn et madame euh madame euh c',est,une prof d' histoire elle a les cheveux blonds ras .
21543,28,anaïs,no_sd,na,27,,ambiance,,26-27,l' ambiance,ambiance,54,definite,inanimate,2,être,35164,copular,yes,,28,être,1,affirmative,na,,interrogative,Bon et sinon qu' est -ce qui vous plait un petit peu là euh au collège à même à l' internat est -ce que l' ambiance l' ambiance,est,sympa ?
21575,20,anaïs,sd,left,14,19,conseils,il,13-14,les conseils,conseil,28,definite,inanimate,4,avoir,22537,copular,yes,,20,avoir,5,affirmative,na,,main,Les conseils de bon il y en a pas beaucoup ici mais bon les conseils de discipline euh non il,a,quand même des responsabilités et c' est pas euh .
21636,23,anaïs,no_sd,na,18-20,,C P E,,,,,,PROPN,inanimate,3,pouvoir,1803,modal,yes,,21,avoir,1,negative ne omission,pas,pre,completive,Non parce que oui déjà si tu es convoqué dans le bureau du principal c' est que la C P E a pas,pu,faire grand chose euh .
21663,21,anaïs,sd,left,19,20,région,c',18-19,une région,région,34,indefinite,inanimate,2,être,35164,copular,yes,,21,être,1,affirmative,na,,main,Bah tu peux je crois que tu as quand même des choix de région après dans la région une région c',est,c' est vague quoi .
21674,6,anaïs,sd,left,3,5,madame,c',,,madame,161,PROPN,human,2,être,35164,copular,yes,,6,être,2,affirmative,na,,completive,Tu penses que madame X c',est,une fêtarde@s ?
21684,14,anaïs,no_sd,na,13,,internat,,12-13,l' internat,internat,87,definite,inanimate,2,arriver,706,unaccusative,yes,,14,arriver,1,affirmative,na,,circumstantial,Il est quelle heure là parce que je vais pas vous si l' internat,arrive,.
21708,19,anaïs,no_sd,na,18,,internat,,17-18,l' internat,internat,87,definite,inanimate,2,arriver,706,unaccusative,yes,,19,arriver,1,affirmative,na,,circumstantial,Bon bah je vous remercie beaucoup les garçons je vais pas vous embêter plus parce que si l' internat,arrive,euh .
21723,5,sahar,sd,left,1,2,maîtresse,elle,0-1,La maîtresse,maîtresse,13,definite,human,2,dire,8386,communication,no,m',4,avoir,2,affirmative,na,,main,La maîtresse elle m' a,dit,la dernière fois il arrête pas de se chamailler x Youness .
21759,4,sahar,sd,left,2,3,cantine,c',1-2,la cantine,cantine,9,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Non la cantine c',est,tout le temps la cantine on discute pas moi je le ramène jamais manger à la maison .
21760,8,nacira,sd,left,6,7,problème,c',5-6,le problème,problème,266,definite,inanimate,2,être,35164,copular,yes,,8,être,1,affirmative,na,,main,C' est em- euh moi le problème c',est,qu' elle aime pas .
21764,5,sahar,sd,left,3,4,maman,elle,2-3,sa maman,maman,77,possessive,human,2,travailler,457,,yes,,5,travailler,1,affirmative,na,,circumstantial,Parce que sa maman elle,travaille,elle pouvait pas venir la chercher .
21814,11,sahar,sd,left,9,10,Léna,il,9,Léna,léna,17,PROPN,verify,1,avoir,22537,copular,yes,,11,avoir,1,affirmative,na,,main,Oh non lui il est trop trop et euh Léna il,a,quel âge lui ?
21821,3,sahar,sd,left,1,2,mien,c',0-1,Le mien,mien,15,definite,verify,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le mien c',est,voilà .
21910,7,sahar,sd,left,3,6,parents,ils,2-3,tes parents,parent,418,possessive,human,4,être,35164,copular,yes,,7,être,3,affirmative,na,,main,Et là tes parents et tout ils,sont,à Perpignan ?
21943,10,nacira,sd(disfluency),left,3,7,grands-mères,ils,1-3,les les grands-mères,grand-mère,66,definite,human,6,installer,19,,yes,,8,être,4,affirmative,na,,main,Euh les les grands-mères et les grands-pères ils sont bien,installés,.
21956,8,nacira,sd,left,6,7,parents,ils,5-6,mes parents,parent,418,possessive,human,2,être,35164,copular,yes,,8,être,1,affirmative,na,,circumstantial,Je sais pas peut-être comme mes parents ils,sont,là-bas .
22030,7,nacira,sd,left,5,6,coeur,il,4-5,mon coeur,coeur,10,possessive,verify,2,commencer,381,,yes,,7,commencer,1,affirmative,na,,main,Oh ah b- b- mon coeur il,commençait,à .
22040,4,sahar,sd,left,2,3,truc,c',0-2,Un petit truc,truc,1352,indefinite,inanimate,3,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Un petit truc c',est,.
22047,5,sahar,sd,left,3,4,inceste,c',2-3,l' inceste,inceste,1,definite,inanimate,2,être,35164,copular,yes,,5,être,1,affirmative,na,,main,Ah ouais l' inceste c',est,mais tu sais âaladjal@s tu penses que ça existerait ghir@s en France bah nous aussi pff quand je dis nous parce que moi j' ai gran- j' ai je suis née et j' ai grandi au bled@s .
22052,2,sahar,sd,left,0,1,Ghir@s,c',,,ghir,1,expression,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Ghir@s c',est,un tabou eltema@s façon de parler voilà dji@a hechouma@s et l' homosexualité et tout on a plein de gens des pédophiles il y a des homosexuels il y a de tout .
22054,6,nacira,no_sd,na,5,,gens,,4-5,les gens,gens,914,definite,human,2,parler,3507,communication,yes,,6,parler,1,negative ne omission,pas,post,completive,C' est juste que les gens,parlent,pas .
22075,6,sahar,sd,left,4,5,papa,c',3-4,ton papa,papa,42,possessive,human,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Parce que toi ton papa c',est,un un un Algérien ?
22110,8,nacira,sd,left,4,6,nuit,c',3-4,la nuit,nuit,55,definite,inanimate,3,oser,22,,yes,,7,être,2,affirmative,na,,main,Ah ça o- la nuit hein c' est,osé,hein .
22169,8,sahar,sd,left,6,7,hamman@s,il,5-6,le hamman@s,hamman,1,definite,verify,7,venir,1338,unaccusative,yes,,8,venir,1,affirmative,na,,main,Euh pff fi sebah@s vraiment le hamman@s il,venait,juste de s' ouvrir et tout .
22273,7,sahar,sd,left,5,6,mari,il,4-5,son mari,mari,32,possessive,human,2,être,35164,copular,yes,,7,être,1,affirmative,na,,circumstantial,Oui voilà s- si son mari il,est,de là-bas .
22279,1,nacira,no_sd,na,0,,Tout,,0,Tout,tout,1627,tout,inanimate,1,être,35164,copular,yes,,1,être,1,affirmative,na,,main,Tout,est,bien x .
22287,5,nacira,sd,left,2,4,période,c',1-2,cette période,période,24,demonstrative,inanimate,3,être,35164,copular,yes,,5,être,2,affirmative,na,,main,Ah cette période -là c',est,bien .
22290,13,sahar,sd,left,10,12,mari,il,9-10,mon mari,mari,32,possessive,human,2,être,35164,copular,yes,,13,être,2,affirmative,na,,circumstantial,On a pas été chez nos parents parce que mon mari aussi il,est,marocain on a pas été chez nos familles .
22328,5,nacira,sd,left,3,4,Léna,elle,3,Léna,léna,17,PROPN,human,1,avoir,22537,copular,yes,,5,avoir,1,negative ne omission,pas,post,circumstantial,Encore parce que Léna elle,a,pas encore ouh là là .
22340,6,nacira,sd,left,3,5,autre,elle,2-3,l' autre,autre,446,definite,hai,2,être,35164,copular,yes,,6,être,2,affirmative,na,,main,Oui et l' autre là elle,est,il y a une pommade elle est presque elle est rose .
22384,4,sahar,sd,left,2,3,dents,c',1-2,les dents,dent,34,definite,inanimate,2,être,35164,copular,yes,,4,être,1,negative ne omission,pas,post,main,Et les dents c',est,pas vraiment behal@s ba kidéri@s quinze jours comme ça .
22409,6,nacira,sd,left,4,5,soir,elle,3-4,le soir,soir,159,definite,inanimate,2,pleurer,74,,yes,,6,pleurer,1,affirmative,na,,main,Ah oui que le soir elle,pleure,.
22410,3,sahar,sd,left,1,2,soir,elle,0-1,Le soir,soir,159,definite,inanimate,2,pleurer,74,,yes,,3,pleurer,1,affirmative,na,,main,Le soir elle,pleure,elle se réveille .
22456,6,nacira,sd,left,3,4,maman,elle,2-3,sa maman,maman,77,possessive,human,2,dire,8386,communication,yes,,5,avoir,1,affirmative,na,,main,Léna apparemment sa maman elle a,dit,qu' elle a rien euh rien senti hein .
22476,18,nacira,sd,left,15,16,soir,elle,14-15,le soir,soir,159,definite,inanimate,2,fatiguer,34,,yes,,17,être,1,affirmative,na,,circumstantial,Bah c' est pour ça bah elle se repose la la journée parce que le soir elle est,fatiguée,donc elle pleure donc le le matin peut-être qu' elle a moins mal .
22536,4,sahar,no_sd,na,1,,maîtresse,,0-1,La maîtresse,maîtresse,13,definite,human,2,dire,8386,communication,no,m',3,avoir,2,affirmative,na,,main,La maîtresse m' a,dit,non Youness il arrive pas à se concentrer sur un jeu il fait des bêtises bah qu' est -ce que tu veux que je fasse moi .
22536,8,sahar,sd,left,6,7,Youness,il,,,youness,26,PROPN,human,2,arriver,706,unaccusative,yes,,8,arriver,1,negative ne omission,pas,post,main,La maîtresse m' a dit non Youness il,arrive,pas à se concentrer sur un jeu il fait des bêtises bah qu' est -ce que tu veux que je fasse moi .
22582,18,sahar,sd,left,15,16,Youness,il,15,Youness,youness,26,PROPN,human,1,faire,6716,,yes,,17,avoir,1,affirmative,na,,main,Non moi ça me dérange pas du moment qu' elle se plaint pas chaque fois Youness il a,fait,ça Youness il a .
22589,17,nacira,sd,left,13,14,Léna,elle,13,Léna,léna,17,PROPN,human,1,écouter,302,,yes,,15,avoir,1,negative ne omission,pas,post,main,Mais pff moi aussi ça elle me dit ça tout le temps hein Léna elle a pas,écouté,elle a fait ça au repos et nanani bah écoute tu es là pour euh .
22702,5,sahar,sd,left,3,4,poubelles,c',2-3,les poubelles,poubelle,26,definite,inanimate,2,être,35164,pronominal,yes,,5,être,1,affirmative,na,,main,Mais pourquoi les poubelles c',est,simple ça me .
22799,5,sahar,sd,left,2,3,année,ça,1-2,l' année,année,449,definite,inanimate,2,être,35164,copular,no,y,5,être,2,affirmative,na,,main,Ah l' année ça y,est,oui .
22800,9,nacira,sd(disfluency),left,4,8,mois,c',1-4,la la déjà mois,mois,210,definite,verify,6,être,35164,copular,yes,,9,être,4,affirmative,na,,main,Oh la la déjà mois de mars après c',est,bon tu es au mois de août là le ramadan qui arrive oh la la .
22801,6,sahar,sd,left,3,5,mois,ça,2-3,ce mois,mois,210,demonstrative,verify,3,aller,6473,,yes,,6,aller,2,affirmative,na,,main,Ah inchallah@s ce mois -ci ça,va,être en plein mois d' août aussi .
22809,6,sahar,sd,left,3,5,année,c',2-3,l' année,année,449,definite,inanimate,3,être,35164,copular,yes,,6,être,2,affirmative,na,,main,Parce que l' année dernière c',était,.
22813,3,sahar,sd,left,1,2,ramadan,il,0-1,Le ramadan,ramadan,37,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le ramadan il,était,vers le 19 .
22831,11,nacira,sd,left,8,10,année,c',7-8,l' année,année,449,definite,inanimate,3,être,35164,copular,yes,,11,être,2,affirmative,na,,circumstantial,C' est moins chaud hein parce que l' année dernière c',était,.
22878,3,sahar,sd,left,1,2,journées,elles,0-1,Les journées,journée,77,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les journées elles,étaient,longues pff ouh oh.
22891,10,sahar,no_sd,na,8,,petite,,7-8,la petite,petit,59,definite,human,2,réveiller,53,pronominal,no,se,10,réveiller,2,affirmative,na,,completive,Si ah je m' en rappelle quand la petite se,réveillera,.
22898,4,sahar,sd,left,2,3,journées,elles,1-2,les journées,journée,77,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Donc les journées elles,étaient,x longues .
22994,7,sahar,sd,left,5,6,chaleur,il,4-5,la chaleur,chaleur,15,definite,inanimate,2,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Oui kriba@s mais âaladjal@s la chaleur il,est,insupportable .
23057,7,sahar,sd,left,5,6,ramdan@s,c',5,ramdan@s,ramdan,9,PROPN,inanimate,1,être,35164,copular,yes,,7,être,1,affirmative,na,,circumstantial,Wa klite ramdan@s parce que ramdan@s c',était,le mois d' août ?
23103,14,nacira,sd(disfluency),left,12,13,rond,c',10-12,le le rond,rond,4,definite,verify,3,être,35164,copular,yes,,14,être,1,affirmative,na,,completive,Ouais mais même c' est le problème c' est que le le rond c',est,dur .
23131,20,sahar,sd,left,16,17,mari,il,15-16,mon mari,mari,32,possessive,human,2,dire,8386,communication,no,m',19,avoir,2,affirmative,na,,main,Ya okhti@s oh bah bah tiens âandeha el adjr@s c' est vrai oui non non mon mari il m' a,dit,il n' en est pas question .
23161,2,sahar,sd,left,0,1,Balek,c',0,Balek,balek,7,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Balek c',est,Allah@s .
23176,3,sahar,no_sd,na,1,,hiya@s,,1,hiya@s,hiya,2,PROPN,human,1,naître,273,unaccusative,yes,,2,être,1,affirmative,na,,main,Ou hiya@s est,née,le 6 octobre .
23191,4,sahar,sd,left,2,3,courage,elle,1-2,le courage,courage,15,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ouais le courage elle,est,courageuse ah okhtek@s kadre rebi@s djalha@s .
23200,10,sahar,sd,left,8,9,Youness,il,8,Youness,youness,26,PROPN,verify,1,être,35164,copular,yes,,10,être,1,affirmative,na,,main,Comment j' ai fait des journées comme ça Youness il,était,petit .
23241,20,nacira,no_sd,na,19,,soleil,,18-19,le soleil,soleil,22,definite,inanimate,2,taper,161,,yes,,20,taper,1,affirmative,na,,circumstantial,Et en fait je sais pas si tu as remarqué peut-être que quand vous êtes en bas quand le soleil,tape,euh en haut oh les chaleurs .
23260,6,nacira,no_sd,na,5,,soleil,,4-5,le soleil,soleil,22,definite,inanimate,2,taper,161,,yes,,6,taper,1,affirmative,na,,circumstantial,Là et oui quand le soleil,tape,.
23344,1,nacira,no_sd,na,0,,Tout,,0,Tout,tout,1627,tout,inanimate,1,dépendre,258,,yes,,1,dépendre,1,affirmative,na,,main,Tout,dépend,.
23346,1,nacira,no_sd,na,0,,Tout,,0,Tout,tout,1627,tout,inanimate,1,dépendre,258,,yes,,1,dépendre,1,affirmative,na,,main,Tout,dépend,il y a des tout dépend la maman euh si elle a des RTT ou euh du coup voilà donc tout dépend elle les prend elle les prend pas .
23346,23,nacira,no_sd,na,22,,tout,,22,tout,tout,1627,tout,inanimate,1,dépendre,258,,yes,,23,dépendre,1,affirmative,na,,main,Tout dépend il y a des tout dépend la maman euh si elle a des RTT ou euh du coup voilà donc tout,dépend,elle les prend elle les prend pas .
23392,3,sahar,sd,left,1,2,Saint-Cloud,c',1,Saint-Cloud,saint-cloud,4,PROPN,inanimate,1,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Oui Saint-Cloud c',est,beau là-bas je connais .
23433,7,nacira,sd,left,3,6,trajets,c',1-3,des longs trajets,trajet,4,indefinite,inanimate,3,être,35164,copular,yes,,7,être,3,negative ne omission,pas,post,main,Bah des longs trajets après ouais c',est,pas la peine quoi .
23442,3,sahar,sd,left,1,2,école,elle,0-1,L' école,école,348,definite,inanimate,2,être,35164,copular,yes,,3,être,1,negative ne omission,pas,post,main,L' école elle,est,pas loin aussi c' est voilà ce que je dis là c' est mieux à Nanterre .
23493,3,sahar,sd,left,1,2,houma@s,ils,,,houma,11,expression,animate,1,fonctionner,11,,yes,,3,fonctionner,1,affirmative,na,,main,Donc houma@s ils,fonctionnent,comme ça bi hada@s la résidence .
23514,3,sahar,sd,left,1,2,soir,c',0-1,Le soir,soir,159,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le soir c',est,.
23539,12,sahar,sd,left,8,11,enfants,ils,7-8,mes enfants,enfant,289,possessive,human,2,dormir,54,,yes,,12,dormir,3,affirmative,na,,main,Mais la nuit de toute façon là mes enfants par exemple ils,dorment,mais bon je faut la présence euh ouais c' est ce que je dis .
23563,7,sahar,sd,left,5,6,enfants,ils,4-5,les enfants,enfant,289,definite,human,3,pouvoir,1803,modal,yes,,7,pouvoir,1,affirmative,na,,main,Bah comme ça même les enfants ils,peuvent,s' habituer quand je dis la journée behal@s samedi ou lundi comme ça un jour les les enfants ils .
23590,11,nacira,no_sd,na,10,,mère,,9-10,ma mère,mère,770,possessive,human,2,être,35164,copular,yes,,11,être,1,affirmative,na,,circumstantial,Ouais écoute pourquoi pas je vais parce que comme ma mère,est,une assistante maternelle du coup elle travaille avec des oui oui oui oui .
23613,15,nacira,sd,left,13,14,horaires,c',12-13,les horaires,horaire,11,definite,inanimate,2,être,35164,copular,yes,,15,être,1,affirmative,na,,main,Donc après c' était c' était très dur euh de les euh les horaires c',était,dur se le- être là-bas à l' ouverture à cinq heures du matin .
23659,7,sahar,no_sd,na,4,,quelqu'un,,4,quelqu'un,quelqu'un,392,quelqu'un,human,1,parler,3507,communication,no,m',6,avoir,2,affirmative,na,,main,Je crois c' est quelqu'un m' avait,parlé,de ça .
23672,7,nacira,sd,left,5,6,problème,c',4-5,le problème,problème,266,definite,inanimate,2,être,35164,copular,yes,,7,être,1,affirmative,na,,main,Elle est bien mais le problème c',est,que la retraite plus tard euh .
23708,3,nacira,no_sd,na,2,,tout,,2,tout,tout,1627,tout,inanimate,1,dépendre,258,,yes,,3,dépendre,1,affirmative,na,,main,Euh oui tout,dépend,en fait il y en qu' ils ont le droit d' avoir un bébé .
23730,6,nacira,sd,left,4,5,autre,il,3-4,l' autre,autre,446,definite,hai,2,pouvoir,1803,modal,yes,,6,pouvoir,1,affirmative,na,,main,Que les autres l' autre il,peut,marcher il peut euh tu vois il peut un peu parler que le bébé euh tu peux pas le faire euh .
23738,4,sahar,sd,left,2,3,parents,ils,1-2,les parents,parent,418,definite,human,2,payer,169,,yes,,4,payer,1,negative ne omission,pas,post,main,Ah les parents ils,payent,pas directement l' assistante maternelle ?
23742,5,nacira,sd,left,2,4,URSSAF,elle,1-2,l' URSSAF,urssaf,3,definite,verify,2,donner,450,don,yes,,5,donner,2,affirmative,na,,main,Et l' URSSAF aussi elle,donne,de son côté la fiche de paye .
23747,2,sahar,no_sd,na,1,,parent,,0-1,Chaque parent,parent,418,chaque,human,2,donner,450,don,yes,,2,donner,1,affirmative,na,,main,Chaque parent,donne,euh .
23761,3,nacira,no_sd,na,2,,gens,,1-2,les gens,gens,914,definite,human,2,commencer,381,,yes,,3,commencer,1,affirmative,na,,main,Donc les gens,commencent,à à donner un chiffre tu vois mais .
23765,13,nacira,sd,left,10,12,retraite,elle,9-10,la retraite,retraite,20,definite,inanimate,2,être,35164,copular,yes,,13,être,2,affirmative,na,,main,Donc là c' est bien c' est beau mais la retraite après elle,est,euh .
23766,4,sahar,sd,left,1,3,retraite,elle,0-1,La retraite,retraite,20,definite,inanimate,4,être,35164,copular,yes,,4,être,,affirmative,na,,main,La retraite après elle,est,hum .
23782,15,sahar,sd,left,3,14,travail,c',2-3,le travail,travail,222,"definite,relative",inanimate,12,être,35164,copular,yes,,15,être,11,affirmative,na,,main,Non là le travail que tu m' as dit que tu avais fait là-bas c',est,difficile .
23784,4,sahar,sd,left,1,3,horaires,c',0-1,Les horaires,horaire,11,definite,inanimate,3,être,35164,copular,yes,,4,être,2,affirmative,na,,main,Les horaires xx c',est,.
23792,5,sahar,sd,left,1,4,restauration,elle,0-1,La restauration,restauration,5,definite,inanimate,2,être,35164,copular,yes,,5,être,3,affirmative,na,,main,La restauration en général elle,est,dure j' avais fait moi aussi quand j' étais étudiante .
23821,6,sahar,sd,left,2,5,horaires,c',1-2,les horaires,horaire,11,definite,inanimate,2,être,35164,copular,yes,,6,être,3,affirmative,na,,main,Non les horaires ça va c',était,bien euhm pff ça va quoi on travaillait à l' époque dix-huit heures par semaine c' est pas beaucoup .
23821,23,sahar,sd,left,19,22,heures,c',18-19,dix-huit heures,heure,661,number,inanimate,4,être,35164,copular,yes,,23,être,3,negative ne omission,pas,post,main,Non les horaires ça va c' était bien euhm pff ça va quoi on travaillait à l' époque dix-huit heures par semaine c',est,pas beaucoup .
23873,3,nacira,no_sd(disfluency),na,2,,parents,,0-2,Mes mes parents,parent,418,possessive,human,3,parler,3507,communication,yes,,3,parler,1,affirmative,na,,main,Mes mes parents,parlaient,el âarbiya@s .
23887,10,nacira,sd,left,8,9,Léna,elle,8,Léna,léna,17,PROPN,human,1,parler,3507,communication,yes,,10,parler,1,affirmative,na,,circumstantial,Euh parce que comme on parlait comme là Léna elle,parle,juste je lui apprends à parler euh un petit peu .
23893,13,sahar,sd,left,10,12,parents,c',9-10,ses parents,parent,418,possessive,human,2,être,35164,copular,yes,,13,être,2,affirmative,na,,completive,Mais moi j' ai pensé que Léna x- donc ses parents aussi c',est,des Arabes ?
23895,13,sahar,sd,left,11,12,prénom,il,10-11,le prénom,prénom,172,definite,inanimate,2,être,35164,copular,yes,,13,être,1,affirmative,na,,main,Ah moi je je pensais que c' est des Français le prénom il,est,français .
23904,3,sahar,sd,left,0,1,Léna,elle,0,Léna,léna,17,PROPN,human,1,apprendre,355,,yes,,2,avoir,1,affirmative,na,,interrogative,Léna elle a,appris,un petit peu ?
24076,3,sahar,sd,left,0-1,2,Ki goulti@s,il,,,,,PROPN,human,2,aimer,883,psycho_exp_sti,yes,,3,aimer,1,affirmative,na,,main,Ki goulti@s il,aime,il aime pas oui bah win âaref@s .
24102,7,mouloud,no_sd,na,3,,Daniel,,3,Daniel,daniel,43,PROPN,human,1,parler,3507,communication,no,m',5,avoir,2,affirmative,na,,main,Oh mais euh Daniel m' a beaucoup,parlé,de vous euh .
24120,3,aristide,sd,left,0,2,Auteur,c',,,auteur,5,PROPN,human,2,être,35164,copular,yes,,3,être,2,affirmative,na,,main,Auteur compositeur c',est,lui qui a fait l' affiche .
24306,7,mouloud,sd,left,5,6,mairie,c',4-5,la mairie,mairie,49,definite,inanimate,2,être,35164,copular,yes,,7,être,1,negative ne omission,pas,post,main,Il sera religieux mais la mairie c',est,pas religieux frère la mairie c' est pour euh des papiers .
24306,14,mouloud,sd,left,12,13,mairie,c',11-12,la mairie,mairie,49,definite,inanimate,2,être,35164,copular,yes,,14,être,1,affirmative,na,,main,Il sera religieux mais la mairie c' est pas religieux frère la mairie c',est,pour euh des papiers .
24378,3,mouloud,sd,left,1,2,gens,c',0-1,Les gens,gens,914,definite,human,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les gens c',est,le plus beau jour de leur vie 2 .
24505,11,mouloud,sd,left,9,10,parents,ils,8-9,les parents,parent,418,definite,human,2,danser,147,,yes,,11,danser,1,affirmative,na,,circumstantial,Tu sais euh des musiques érotiques pendant que les parents ils,dansent,tu vois .
24509,6,daniel,sd,left,3,4,Erika,elle,,,erika,8,PROPN,human,2,marier,125,pronominal,no,se,6,marier,2,affirmative,na,,main,Ah et euh Erika elle se,marie,avec un rebeu@s ?
24528,13,mouloud,sd,left,2,11,celle,elle,,,celui,416,"celui,relative",human,9,kiffer,62,,yes,,12,avoir,9,affirmative,na,,main,Ah mais celle à qui on a demandé la clé usb elle a,kiffé@s,elle était là .
24570,4,mouloud,sd,left,1,2,mec@s,il,0-1,Le mec@s,mec,511,definite,human,2,ramener,179,,yes,,3,avoir,1,affirmative,na,,main,Le mec@s il a,ramené,toutes ses collations de vitales .
